feature,feature,type,p_value,relevant
"F_x__fft_coefficient__coeff_17__attr_""imag""","F_x__fft_coefficient__coeff_17__attr_""imag""",real,0.39281344328676704,False
"F_x__fft_coefficient__coeff_7__attr_""real""","F_x__fft_coefficient__coeff_7__attr_""real""",real,0.4053477973459235,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_12__w_10","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_12__w_10",real,0.40558656919253055,False
"F_x__agg_linear_trend__f_agg_""max""__chunk_len_10__attr_""stderr""","F_x__agg_linear_trend__f_agg_""max""__chunk_len_10__attr_""stderr""",real,0.406183866330614,False
"F_x__fft_coefficient__coeff_75__attr_""real""","F_x__fft_coefficient__coeff_75__attr_""real""",real,0.4065424506725531,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_3__w_2","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_3__w_2",real,0.4114626897819914,False
F_x__energy_ratio_by_chunks__num_segments_10__segment_focus_4,F_x__energy_ratio_by_chunks__num_segments_10__segment_focus_4,real,0.41921323414818445,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_7__w_20","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_7__w_20",real,0.4200661282369401,False
F_x__index_mass_quantile__q_0.6,F_x__index_mass_quantile__q_0.6,real,0.4240976691294909,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_2__w_2","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_2__w_2",real,0.4328573286154488,False
"F_x__agg_linear_trend__f_agg_""var""__chunk_len_50__attr_""stderr""","F_x__agg_linear_trend__f_agg_""var""__chunk_len_50__attr_""stderr""",real,0.43796131443721387,False
"F_x__fft_coefficient__coeff_73__attr_""real""","F_x__fft_coefficient__coeff_73__attr_""real""",real,0.43921137502415974,False
"F_x__fft_coefficient__coeff_42__attr_""real""","F_x__fft_coefficient__coeff_42__attr_""real""",real,0.439586850593363,False
"F_x__fft_coefficient__coeff_17__attr_""real""","F_x__fft_coefficient__coeff_17__attr_""real""",real,0.4413412949456291,False
"F_x__fft_coefficient__coeff_55__attr_""imag""","F_x__fft_coefficient__coeff_55__attr_""imag""",real,0.450617670360165,False
"F_x__fft_coefficient__coeff_83__attr_""imag""","F_x__fft_coefficient__coeff_83__attr_""imag""",real,0.45125259730280354,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_8__w_20","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_8__w_20",real,0.4523334190124434,False
"F_x__fft_coefficient__coeff_41__attr_""imag""","F_x__fft_coefficient__coeff_41__attr_""imag""",real,0.4551373456952721,False
"F_x__fft_coefficient__coeff_35__attr_""imag""","F_x__fft_coefficient__coeff_35__attr_""imag""",real,0.4567988011468497,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_10__w_10","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_10__w_10",real,0.46657983378633094,False
"F_x__agg_linear_trend__f_agg_""max""__chunk_len_50__attr_""slope""","F_x__agg_linear_trend__f_agg_""max""__chunk_len_50__attr_""slope""",real,0.47125321193205283,False
"F_x__fft_coefficient__coeff_15__attr_""imag""","F_x__fft_coefficient__coeff_15__attr_""imag""",real,0.47831143414037725,False
"F_x__fft_coefficient__coeff_49__attr_""angle""","F_x__fft_coefficient__coeff_49__attr_""angle""",real,0.4789678829438839,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_8__w_2","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_8__w_2",real,0.47936198822980736,False
"F_x__fft_coefficient__coeff_60__attr_""real""","F_x__fft_coefficient__coeff_60__attr_""real""",real,0.48126932167232794,False
"F_x__fft_coefficient__coeff_43__attr_""imag""","F_x__fft_coefficient__coeff_43__attr_""imag""",real,0.4829168870143764,False
"F_x__fft_coefficient__coeff_32__attr_""imag""","F_x__fft_coefficient__coeff_32__attr_""imag""",real,0.4880769196032042,False
"F_x__fft_coefficient__coeff_11__attr_""real""","F_x__fft_coefficient__coeff_11__attr_""real""",real,0.49020242770820266,False
"F_x__fft_coefficient__coeff_14__attr_""imag""","F_x__fft_coefficient__coeff_14__attr_""imag""",real,0.49060151399080865,False
"F_x__fft_coefficient__coeff_21__attr_""real""","F_x__fft_coefficient__coeff_21__attr_""real""",real,0.4939340144983919,False
"F_x__fft_coefficient__coeff_16__attr_""imag""","F_x__fft_coefficient__coeff_16__attr_""imag""",real,0.49473561323537774,False
"F_x__fft_coefficient__coeff_56__attr_""angle""","F_x__fft_coefficient__coeff_56__attr_""angle""",real,0.5021832488715823,False
"F_x__fft_coefficient__coeff_62__attr_""real""","F_x__fft_coefficient__coeff_62__attr_""real""",real,0.5122730012209883,False
"F_x__fft_coefficient__coeff_33__attr_""real""","F_x__fft_coefficient__coeff_33__attr_""real""",real,0.5203379359360395,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_2__w_10","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_2__w_10",real,0.5207497582256434,False
F_x__number_peaks__n_50,F_x__number_peaks__n_50,real,0.5248415957621722,False
"F_x__fft_coefficient__coeff_39__attr_""imag""","F_x__fft_coefficient__coeff_39__attr_""imag""",real,0.530544990081427,False
F_x__number_peaks__n_10,F_x__number_peaks__n_10,real,0.5319830000624641,False
F_x__large_standard_deviation__r_0.15000000000000002,F_x__large_standard_deviation__r_0.15000000000000002,binary,0.5337418493242442,False
"F_x__fft_coefficient__coeff_7__attr_""imag""","F_x__fft_coefficient__coeff_7__attr_""imag""",real,0.5474510967776329,False
F_x__number_cwt_peaks__n_1,F_x__number_cwt_peaks__n_1,real,0.5484307219380297,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_9__w_20","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_9__w_20",real,0.5523905113519355,False
F_x__index_mass_quantile__q_0.7,F_x__index_mass_quantile__q_0.7,real,0.5559298359368292,False
"F_x__fft_coefficient__coeff_98__attr_""imag""","F_x__fft_coefficient__coeff_98__attr_""imag""",real,0.5564993550899007,False
F_x__number_cwt_peaks__n_5,F_x__number_cwt_peaks__n_5,real,0.5598327564301768,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_2","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_2",real,0.5643336000832305,False
"F_x__fft_coefficient__coeff_35__attr_""real""","F_x__fft_coefficient__coeff_35__attr_""real""",real,0.5646194675984721,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_5__w_5","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_5__w_5",real,0.5689158197819736,False
"F_x__fft_coefficient__coeff_12__attr_""imag""","F_x__fft_coefficient__coeff_12__attr_""imag""",real,0.5700641457963693,False
"F_x__fft_coefficient__coeff_62__attr_""imag""","F_x__fft_coefficient__coeff_62__attr_""imag""",real,0.5712135650584749,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_6__w_5","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_6__w_5",real,0.5769772074892887,False
"F_x__fft_coefficient__coeff_25__attr_""imag""","F_x__fft_coefficient__coeff_25__attr_""imag""",real,0.5840747795089706,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_4__w_5","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_4__w_5",real,0.5846559630758849,False
"F_x__fft_coefficient__coeff_9__attr_""imag""","F_x__fft_coefficient__coeff_9__attr_""imag""",real,0.585819136320738,False
F_x__range_count__max_1000000000000.0__min_0,F_x__range_count__max_1000000000000.0__min_0,real,0.5878521300637933,False
"F_x__agg_linear_trend__f_agg_""max""__chunk_len_5__attr_""stderr""","F_x__agg_linear_trend__f_agg_""max""__chunk_len_5__attr_""stderr""",real,0.5910666586844462,False
"F_x__fft_coefficient__coeff_46__attr_""imag""","F_x__fft_coefficient__coeff_46__attr_""imag""",real,0.5913588204048622,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_13__w_2","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_13__w_2",real,0.5941376608346816,False
"F_x__fft_coefficient__coeff_48__attr_""real""","F_x__fft_coefficient__coeff_48__attr_""real""",real,0.5989782055826105,False
"F_x__agg_linear_trend__f_agg_""max""__chunk_len_50__attr_""rvalue""","F_x__agg_linear_trend__f_agg_""max""__chunk_len_50__attr_""rvalue""",real,0.6039840469299792,False
"F_x__fft_coefficient__coeff_18__attr_""real""","F_x__fft_coefficient__coeff_18__attr_""real""",real,0.604131561647763,False
F_x__autocorrelation__lag_0,F_x__autocorrelation__lag_0,real,0.6058776129565826,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_7__w_5","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_7__w_5",real,0.615687163386686,False
"F_x__fft_coefficient__coeff_27__attr_""imag""","F_x__fft_coefficient__coeff_27__attr_""imag""",real,0.6165800657177084,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_3__w_5","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_3__w_5",real,0.6167289379753281,False
"F_x__fft_coefficient__coeff_32__attr_""real""","F_x__fft_coefficient__coeff_32__attr_""real""",real,0.6167289379753281,False
F_x__first_location_of_maximum,F_x__first_location_of_maximum,real,0.6238931600736262,False
"F_x__linear_trend__attr_""stderr""","F_x__linear_trend__attr_""stderr""",real,0.624941041650148,False
F_x__length,F_x__length,real,0.6292778838991926,False
F_x__last_location_of_maximum,F_x__last_location_of_maximum,real,0.638234569602824,False
"F_x__fft_coefficient__coeff_58__attr_""imag""","F_x__fft_coefficient__coeff_58__attr_""imag""",real,0.6437777195390408,False
F_x__energy_ratio_by_chunks__num_segments_10__segment_focus_2,F_x__energy_ratio_by_chunks__num_segments_10__segment_focus_2,real,0.6484854737697583,False
"F_x__fft_coefficient__coeff_31__attr_""imag""","F_x__fft_coefficient__coeff_31__attr_""imag""",real,0.649398284429453,False
"F_x__fft_coefficient__coeff_53__attr_""imag""","F_x__fft_coefficient__coeff_53__attr_""imag""",real,0.6529785191226403,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_9__w_5","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_9__w_5",real,0.6562610725406077,False
"F_x__fft_coefficient__coeff_24__attr_""real""","F_x__fft_coefficient__coeff_24__attr_""real""",real,0.6570254119197967,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_7__w_2","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_7__w_2",real,0.6617723015966976,False
F_x__symmetry_looking__r_0.05,F_x__symmetry_looking__r_0.05,binary,0.6637222485349235,False
"F_x__fft_coefficient__coeff_5__attr_""real""","F_x__fft_coefficient__coeff_5__attr_""real""",real,0.6648420570643656,False
"F_x__fft_coefficient__coeff_51__attr_""imag""","F_x__fft_coefficient__coeff_51__attr_""imag""",real,0.6713839258347688,False
"F_x__fft_coefficient__coeff_44__attr_""imag""","F_x__fft_coefficient__coeff_44__attr_""imag""",real,0.6813597809653082,False
"F_x__fft_coefficient__coeff_71__attr_""imag""","F_x__fft_coefficient__coeff_71__attr_""imag""",real,0.6825234007603607,False
"F_x__fft_coefficient__coeff_26__attr_""real""","F_x__fft_coefficient__coeff_26__attr_""real""",real,0.6857079171085945,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_3__w_10","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_3__w_10",real,0.6857079171085945,False
"F_x__fft_coefficient__coeff_66__attr_""imag""","F_x__fft_coefficient__coeff_66__attr_""imag""",real,0.7027327556842216,False
"F_x__fft_coefficient__coeff_95__attr_""imag""","F_x__fft_coefficient__coeff_95__attr_""imag""",real,0.7082315155800759,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_9__w_10","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_9__w_10",real,0.7142193158846599,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_5__w_2","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_5__w_2",real,0.7192751879633339,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_8__w_5","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_8__w_5",real,0.723867713349258,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_2__w_5","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_2__w_5",real,0.7305365783122179,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_10__w_20","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_10__w_20",real,0.7311727812806159,False
"F_x__agg_linear_trend__f_agg_""mean""__chunk_len_5__attr_""stderr""","F_x__agg_linear_trend__f_agg_""mean""__chunk_len_5__attr_""stderr""",real,0.7334009453954184,False
"F_x__fft_coefficient__coeff_28__attr_""real""","F_x__fft_coefficient__coeff_28__attr_""real""",real,0.7460157903402015,False
"F_x__agg_linear_trend__f_agg_""min""__chunk_len_5__attr_""stderr""","F_x__agg_linear_trend__f_agg_""min""__chunk_len_5__attr_""stderr""",real,0.746656363923671,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_14__w_2","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_14__w_2",real,0.7566073888623395,False
"F_x__fft_coefficient__coeff_67__attr_""imag""","F_x__fft_coefficient__coeff_67__attr_""imag""",real,0.7569290660956677,False
"F_x__agg_linear_trend__f_agg_""mean""__chunk_len_10__attr_""stderr""","F_x__agg_linear_trend__f_agg_""mean""__chunk_len_10__attr_""stderr""",real,0.7693454277185912,False
F_x__variance,F_x__variance,real,0.7800354346970344,False
F_x__standard_deviation,F_x__standard_deviation,real,0.7800354346970344,False
"F_x__fft_coefficient__coeff_82__attr_""imag""","F_x__fft_coefficient__coeff_82__attr_""imag""",real,0.7942717911898743,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_14__w_20","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_14__w_20",real,0.7964745584287964,False
"F_x__fft_coefficient__coeff_39__attr_""real""","F_x__fft_coefficient__coeff_39__attr_""real""",real,0.8031741779891033,False
"F_x__agg_autocorrelation__f_agg_""mean""__maxlag_40","F_x__agg_autocorrelation__f_agg_""mean""__maxlag_40",real,0.8077578862172481,False
F_x__ar_coefficient__k_10__coeff_1,F_x__ar_coefficient__k_10__coeff_1,real,0.8143174683388749,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_13__w_20","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_13__w_20",real,0.8148099684182483,False
"F_x__fft_coefficient__coeff_92__attr_""imag""","F_x__fft_coefficient__coeff_92__attr_""imag""",real,0.8197388224408049,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_4__w_10","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_4__w_10",real,0.8250044153506451,False
F_x__energy_ratio_by_chunks__num_segments_10__segment_focus_7,F_x__energy_ratio_by_chunks__num_segments_10__segment_focus_7,real,0.8296181614712919,False
"F_x__fft_coefficient__coeff_72__attr_""imag""","F_x__fft_coefficient__coeff_72__attr_""imag""",real,0.8304426518980892,False
"F_x__fft_coefficient__coeff_77__attr_""imag""","F_x__fft_coefficient__coeff_77__attr_""imag""",real,0.8305250900156593,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_11__w_20","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_11__w_20",real,0.8309374619620358,False
F_x__longest_strike_above_mean,F_x__longest_strike_above_mean,real,0.8312360247168147,False
"F_x__fft_coefficient__coeff_30__attr_""real""","F_x__fft_coefficient__coeff_30__attr_""real""",real,0.8312673617020202,False
F_x__spkt_welch_density__coeff_2,F_x__spkt_welch_density__coeff_2,real,0.8363845750783803,False
"F_x__fft_coefficient__coeff_25__attr_""real""","F_x__fft_coefficient__coeff_25__attr_""real""",real,0.8449837500896571,False
"F_x__fft_coefficient__coeff_75__attr_""imag""","F_x__fft_coefficient__coeff_75__attr_""imag""",real,0.8458943615324647,False
"F_x__fft_coefficient__coeff_80__attr_""imag""","F_x__fft_coefficient__coeff_80__attr_""imag""",real,0.8493731702073912,False
"F_x__fft_coefficient__coeff_40__attr_""imag""","F_x__fft_coefficient__coeff_40__attr_""imag""",real,0.8544309973842388,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_12__w_20","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_12__w_20",real,0.8577508464573644,False
"F_x__fft_coefficient__coeff_40__attr_""real""","F_x__fft_coefficient__coeff_40__attr_""real""",real,0.8683909996252273,False
"F_x__agg_linear_trend__f_agg_""min""__chunk_len_10__attr_""stderr""","F_x__agg_linear_trend__f_agg_""min""__chunk_len_10__attr_""stderr""",real,0.8710548450018628,False
"F_x__fft_coefficient__coeff_34__attr_""imag""","F_x__fft_coefficient__coeff_34__attr_""imag""",real,0.872220739323115,False
F_x__maximum,F_x__maximum,real,0.8742200598708729,False
"F_x__fft_coefficient__coeff_57__attr_""imag""","F_x__fft_coefficient__coeff_57__attr_""imag""",real,0.8768870677970477,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_8__w_10","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_8__w_10",real,0.8770538028971544,False
"F_x__fft_aggregated__aggtype_""variance""","F_x__fft_aggregated__aggtype_""variance""",real,0.8845624027834558,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_4__w_2","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_4__w_2",real,0.8862324139261072,False
"F_x__fft_coefficient__coeff_60__attr_""imag""","F_x__fft_coefficient__coeff_60__attr_""imag""",real,0.8869840826958676,False
F_x__energy_ratio_by_chunks__num_segments_10__segment_focus_6,F_x__energy_ratio_by_chunks__num_segments_10__segment_focus_6,real,0.8902424887507305,False
"F_x__fft_coefficient__coeff_97__attr_""imag""","F_x__fft_coefficient__coeff_97__attr_""imag""",real,0.8910781915441279,False
"F_x__fft_coefficient__coeff_14__attr_""real""","F_x__fft_coefficient__coeff_14__attr_""real""",real,0.8977688725696333,False
"F_x__fft_coefficient__coeff_48__attr_""imag""","F_x__fft_coefficient__coeff_48__attr_""imag""",real,0.8994426764662223,False
"F_x__fft_coefficient__coeff_42__attr_""imag""","F_x__fft_coefficient__coeff_42__attr_""imag""",real,0.9089916808165095,False
"F_x__fft_coefficient__coeff_78__attr_""imag""","F_x__fft_coefficient__coeff_78__attr_""imag""",real,0.915113376199357,False
"F_x__fft_coefficient__coeff_36__attr_""imag""","F_x__fft_coefficient__coeff_36__attr_""imag""",real,0.9153650836501667,False
"F_x__fft_coefficient__coeff_10__attr_""real""","F_x__fft_coefficient__coeff_10__attr_""real""",real,0.9163719186698547,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_7__w_10","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_7__w_10",real,0.9173788878542654,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_9__w_2","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_9__w_2",real,0.9217439321976335,False
"F_x__fft_coefficient__coeff_90__attr_""real""","F_x__fft_coefficient__coeff_90__attr_""real""",real,0.9256912762315033,False
"F_x__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.0","F_x__change_quantiles__f_agg_""mean""__isabs_False__qh_1.0__ql_0.0",real,0.9272875603988535,False
F_x__mean_change,F_x__mean_change,real,0.9272875603988535,False
"F_x__fft_coefficient__coeff_4__attr_""real""","F_x__fft_coefficient__coeff_4__attr_""real""",real,0.9333391736333715,False
"F_x__agg_linear_trend__f_agg_""var""__chunk_len_50__attr_""intercept""","F_x__agg_linear_trend__f_agg_""var""__chunk_len_50__attr_""intercept""",real,0.9398994274291339,False
F_x__index_mass_quantile__q_0.8,F_x__index_mass_quantile__q_0.8,real,0.9409088055752621,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_5__w_10","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_5__w_10",real,0.9417505124714138,False
"F_x__agg_autocorrelation__f_agg_""median""__maxlag_40","F_x__agg_autocorrelation__f_agg_""median""__maxlag_40",real,0.9525263859254828,False
"F_x__fft_coefficient__coeff_6__attr_""real""","F_x__fft_coefficient__coeff_6__attr_""real""",real,0.9565696837638744,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_6__w_2","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_6__w_2",real,0.959434368818049,False
"F_x__fft_coefficient__coeff_74__attr_""imag""","F_x__fft_coefficient__coeff_74__attr_""imag""",real,0.9606140955534814,False
F_x__energy_ratio_by_chunks__num_segments_10__segment_focus_3,F_x__energy_ratio_by_chunks__num_segments_10__segment_focus_3,real,0.9606140994018586,False
F_x__ratio_beyond_r_sigma__r_1,F_x__ratio_beyond_r_sigma__r_1,real,0.9608668755992755,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_5","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_1__w_5",real,0.96954896059637,False
"F_x__fft_coefficient__coeff_33__attr_""imag""","F_x__fft_coefficient__coeff_33__attr_""imag""",real,0.9730903087822045,False
"F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_6__w_10","F_x__cwt_coefficients__widths_(2, 5, 10, 20)__coeff_6__w_10",real,0.9752828422834501,False
"F_x__fft_coefficient__coeff_30__attr_""imag""","F_x__fft_coefficient__coeff_30__attr_""imag""",real,0.9781502807397064,False
"F_x__fft_coefficient__coeff_36__attr_""real""","F_x__fft_coefficient__coeff_36__attr_""real""",real,0.9793310748754511,False
"F_x__fft_coefficient__coeff_18__attr_""imag""","F_x__fft_coefficient__coeff_18__attr_""imag""",real,0.987597757074849,False
F_x__symmetry_looking__r_0.45,F_x__symmetry_looking__r_0.45,binary,1.0,False
"F_x__fft_coefficient__coeff_0__attr_""angle""","F_x__fft_coefficient__coeff_0__attr_""angle""",constant,,False
"F_x__fft_coefficient__coeff_0__attr_""imag""","F_x__fft_coefficient__coeff_0__attr_""imag""",constant,,False
F_x__has_duplicate,F_x__has_duplicate,constant,,False
F_x__has_duplicate_max,F_x__has_duplicate_max,constant,,False
F_x__has_duplicate_min,F_x__has_duplicate_min,constant,,False
F_x__large_standard_deviation__r_0.05,F_x__large_standard_deviation__r_0.05,constant,,False
F_x__large_standard_deviation__r_0.1,F_x__large_standard_deviation__r_0.1,constant,,False
F_x__large_standard_deviation__r_0.5,F_x__large_standard_deviation__r_0.5,constant,,False
F_x__large_standard_deviation__r_0.55,F_x__large_standard_deviation__r_0.55,constant,,False
F_x__large_standard_deviation__r_0.6000000000000001,F_x__large_standard_deviation__r_0.6000000000000001,constant,,False
F_x__large_standard_deviation__r_0.65,F_x__large_standard_deviation__r_0.65,constant,,False
F_x__large_standard_deviation__r_0.7000000000000001,F_x__large_standard_deviation__r_0.7000000000000001,constant,,False
F_x__large_standard_deviation__r_0.75,F_x__large_standard_deviation__r_0.75,constant,,False
F_x__large_standard_deviation__r_0.8,F_x__large_standard_deviation__r_0.8,constant,,False
F_x__large_standard_deviation__r_0.8500000000000001,F_x__large_standard_deviation__r_0.8500000000000001,constant,,False
F_x__large_standard_deviation__r_0.9,F_x__large_standard_deviation__r_0.9,constant,,False
F_x__large_standard_deviation__r_0.9500000000000001,F_x__large_standard_deviation__r_0.9500000000000001,constant,,False
F_x__partial_autocorrelation__lag_0,F_x__partial_autocorrelation__lag_0,constant,,False
F_x__percentage_of_reoccurring_datapoints_to_all_datapoints,F_x__percentage_of_reoccurring_datapoints_to_all_datapoints,constant,,False
F_x__percentage_of_reoccurring_values_to_all_values,F_x__percentage_of_reoccurring_values_to_all_values,constant,,False
F_x__range_count__max_0__min_1000000000000.0,F_x__range_count__max_0__min_1000000000000.0,constant,,False
F_x__ratio_beyond_r_sigma__r_10,F_x__ratio_beyond_r_sigma__r_10,constant,,False
F_x__ratio_beyond_r_sigma__r_7,F_x__ratio_beyond_r_sigma__r_7,constant,,False
F_x__ratio_value_number_to_time_series_length,F_x__ratio_value_number_to_time_series_length,constant,,False
F_x__sum_of_reoccurring_data_points,F_x__sum_of_reoccurring_data_points,constant,,False
F_x__sum_of_reoccurring_values,F_x__sum_of_reoccurring_values,constant,,False
F_x__symmetry_looking__r_0.0,F_x__symmetry_looking__r_0.0,constant,,False
F_x__symmetry_looking__r_0.5,F_x__symmetry_looking__r_0.5,constant,,False
F_x__symmetry_looking__r_0.55,F_x__symmetry_looking__r_0.55,constant,,False
F_x__symmetry_looking__r_0.6000000000000001,F_x__symmetry_looking__r_0.6000000000000001,constant,,False
F_x__symmetry_looking__r_0.65,F_x__symmetry_looking__r_0.65,constant,,False
F_x__symmetry_looking__r_0.7000000000000001,F_x__symmetry_looking__r_0.7000000000000001,constant,,False
F_x__symmetry_looking__r_0.75,F_x__symmetry_looking__r_0.75,constant,,False
F_x__symmetry_looking__r_0.8,F_x__symmetry_looking__r_0.8,constant,,False
F_x__symmetry_looking__r_0.8500000000000001,F_x__symmetry_looking__r_0.8500000000000001,constant,,False
F_x__symmetry_looking__r_0.9,F_x__symmetry_looking__r_0.9,constant,,False
F_x__symmetry_looking__r_0.9500000000000001,F_x__symmetry_looking__r_0.9500000000000001,constant,,False
F_x__value_count__value_-1,F_x__value_count__value_-1,constant,,False
F_x__value_count__value_0,F_x__value_count__value_0,constant,,False
F_x__value_count__value_1,F_x__value_count__value_1,constant,,False
F_x__variance_larger_than_standard_deviation,F_x__variance_larger_than_standard_deviation,constant,,False
